icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model,typecode,registration,departure_time,arrival_time,departure_weather,arrival_weather,distance_km,fuel_burn_kg,co2_emissions_kg,weather_penalty_score,fuel_burn_kg_adjusted,co2_emissions_kg_adjusted,fuel_burn_kg_modeled,co2_emissions_kg_modeled,wind_direction_deg,wind_speed_kt,weather_penalty_factor,weather_adjusted_fuel_burn_kg,weather_adjusted_co2_emissions_kg
8963ce,1662686080.0,0.0,1662688924,0.0,ETD10   ,Unknown,Unknown,OMAA,Unknown,787 9,B789,A6-BLA,1662686080.0,1662688924.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2258.166571099201,10161.749569946409,32111.12864103065,0.0,10161.749569946409,32111.12864103065,10161.749569946403,32111.12864103064,,,0.0,10161.749569946403,32111.128641030635
896535,1662746979.0,0.0,1662748189,0.0,ETD203  ,Unknown,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLX,1662746979.0,1662748189.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2221.0780558991287,9994.85125154608,31583.72995488561,0.0,9994.85125154608,31583.72995488561,9994.85125154608,31583.72995488561,,,0.0,9994.85125154608,31583.729954885617
896535,1662721004.0,0.0,1662721811,0.0,ETD204  ,OMAA,Unknown,Unknown,Unknown,787-9 Dreamliner,B789,A6-BLX,1662721004.0,1662721811.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,2315.8536266059155,10421.34131972662,32931.43857033612,0.05,10942.408385712952,34578.01049885293,10421.34131972662,32931.43857033612,290.0,14.0,0.02,10629.768146121152,33590.06734174284
896535,1662693849.0,0.0,1662698437,0.0,ETD314  ,Unknown,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLX,1662693849.0,1662698437.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4096.68733904389,18435.093025697504,58254.893961204114,0.0,18435.093025697504,58254.893961204114,18435.093025697504,58254.893961204114,,,0.0,18435.093025697504,58254.893961204114
8962e6,1662721631.0,0.0,1662749787,0.0,ETD423  ,RPLL,Unknown,OMAA,Unknown,777 3FXER,B77W,A6-ETH,1662721631.0,1662749787.0,"RPLL 091100Z 12008KT 070V160 9999 FEW025 31/22 Q1010 NOSIG RMK A2983,RPLL,2025-04-09T11:00:00Z,14.507,121.004,31,22,120,8,,6+,29.82,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,15","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6012.278595388338,27055.25367924752,85494.60162642217,0.05,28408.016363209896,89769.33170774327,27055.25367924752,85494.60162642217,120.0,8.0,0.0,27055.25367924752,85494.60162642217
8962e6,1662681786.0,0.0,1662712199,0.0,ETD424  ,Unknown,Unknown,RPLL,Unknown,777 3FXER,B77W,A6-ETH,1662681786.0,1662712199.0,No Weather Info,"RPLL 091100Z 12008KT 070V160 9999 FEW025 31/22 Q1010 NOSIG RMK A2983,RPLL,2025-04-09T11:00:00Z,14.507,121.004,31,22,120,8,,6+,29.82,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,15",4383.162508525842,19724.23128836629,62328.57087123748,0.0,19724.23128836629,62328.57087123748,19724.23128836629,62328.57087123748,,,0.0,19724.23128836629,62328.570871237476
89642a,1662762131.0,0.0,1662765026,0.0,ETD379  ,OMAA,Unknown,OBBI,Unknown,A321 231SL,A321,A6-AEE,1662762131.0,1662765026.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6",6435.252976736188,28958.63839531285,91509.2973291886,0.05,30406.57031507849,96084.76219564804,28958.63839531285,91509.2973291886,290.0,14.0,0.02,29537.811163219107,93339.48327577238
89642a,1662754770.0,0.0,1662756429,0.0,ETD381  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEE,1662754770.0,1662756429.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3057.80794779626,13760.13576508317,43482.02901766282,0.0,13760.13576508317,43482.02901766282,13760.13576508317,43482.02901766282,,,0.0,13760.13576508317,43482.02901766282
89642a,1662746642.0,0.0,1662748343,0.0,ETD388  ,Unknown,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEE,1662746642.0,1662748343.0,No Weather Info,No Weather Info,4026.8272911054855,18120.722809974686,57261.484079520014,0.0,18120.722809974686,57261.484079520014,18120.722809974686,57261.484079520014,,,0.0,18120.722809974686,57261.484079520014
89642a,1662725528.0,1662725529.0,1662738102,1662738127.0,ETD88F  ,OLBA,OLBA,OMAA,OMAA,A321 231SL,A321,A6-AEE,1662725529.0,1662738127.0,"OLBA 091100Z 21008KT 6000 SCT030 22/14 Q1014 NOSIG,OLBA,2025-04-09T11:00:00Z,33.82,35.491,22,14,210,8,,3.73,29.94,,,,,,TRUE,,,,,SCT,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,29","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2916.321095569613,13123.44493006326,41470.0859789999,0.05,13779.617176566422,43543.59027794989,13123.44493006326,41470.0859789999,210.0,8.0,0.0,13123.44493006326,41470.08597899991
89642a,1662702261.0,0.0,1662714778,0.0,ETD55E  ,Unknown,Unknown,OLBA,Unknown,A321 231SL,A321,A6-AEE,1662702261.0,1662714778.0,No Weather Info,"OLBA 091100Z 21008KT 6000 SCT030 22/14 Q1014 NOSIG,OLBA,2025-04-09T11:00:00Z,33.82,35.491,22,14,210,8,,3.73,29.94,,,,,,TRUE,,,,,SCT,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,29",3550.460321498744,15977.071446744349,50487.54577171214,0.0,15977.071446744349,50487.54577171214,15977.071446744349,50487.54577171215,,,0.0,15977.071446744349,50487.545771712146
896440,1662726437.0,0.0,1662736674,0.0,ETD599  ,LLBG,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEJ,1662726437.0,1662736674.0,"LLBG 091120Z 32014KT 9999 FEW030 22/13 Q1013 NOSIG,LLBG,2025-04-09T11:20:00Z,32.011,34.887,22,13,320,14,,6+,29.91,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,35","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4752.306536034752,21385.379412156384,67577.79894241417,0.05,22454.648382764204,70956.68888953488,21385.379412156384,67577.79894241417,320.0,14.0,0.02,21813.08700039951,68929.35492126246
896440,1662704994.0,0.0,1662714999,0.0,ETD598  ,OMAA,Unknown,LLBG,Unknown,A321 231SL,A321,A6-AEJ,1662704994.0,1662714999.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","LLBG 091120Z 32014KT 9999 FEW030 22/13 Q1013 NOSIG,LLBG,2025-04-09T11:20:00Z,32.011,34.887,22,13,320,14,,6+,29.91,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,35",2553.843913747884,11492.297611865475,36315.66045349491,0.05,12066.91249245875,38131.44347616965,11492.29761186548,36315.66045349492,290.0,14.0,0.02,11722.143564102791,37041.97366256482
896440,1662688488.0,0.0,1662691466,0.0,ETD9DQ  ,Unknown,Unknown,OMAF,Unknown,A321 231SL,A321,A6-AEJ,1662688488.0,1662691466.0,No Weather Info,No Weather Info,4685.502349782315,21084.760574020416,66627.84341390451,0.0,21084.760574020416,66627.84341390451,21084.760574020416,66627.84341390451,,,0.0,21084.760574020416,66627.84341390451
89643f,1662744396.0,0.0,1662748067,0.0,ETD514  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEI,1662744396.0,1662748067.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2196.118076886556,9882.5313459895,31228.799053326824,0.0,9882.5313459895,31228.799053326824,9882.531345989502,31228.799053326828,,,0.0,9882.531345989502,31228.799053326828
89643f,1662704362.0,0.0,1662707546,0.0,ETD513  ,OMAA,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEI,1662704362.0,1662707546.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,5258.820040871253,23664.69018392064,74780.42098118922,0.05,24847.92469311667,78519.44203024868,23664.69018392064,74780.42098118922,290.0,14.0,0.02,24137.983987599055,76276.02940081301
89643f,1662688718.0,0.0,1662693015,0.0,ETD316  ,Unknown,Unknown,OMAD,Unknown,A321 231SL,A321,A6-AEI,1662688718.0,1662693015.0,No Weather Info,"OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",4952.698747981927,22287.14436591868,70427.37619630301,0.0,22287.14436591868,70427.37619630301,22287.144365918677,70427.37619630301,,,0.0,22287.144365918677,70427.37619630303
8964f9,1662700911.0,0.0,1662748729,0.0,ETD141  ,OMAA,Unknown,CYYZ,Unknown,787-9 Dreamliner,B789,A6-BLT,1662700911.0,1662748729.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","CYYZ 091100Z 27005KT 15SM FEW250 M05/M09 A3020 RMK CI1 CI TR SLP237,CYYZ,2025-04-09T11:00:00Z,43.679,-79.629,-5,-9,270,5,,15,30.20,1023.7,,,,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,171",6295.737482128795,28330.818669579578,89525.38699587146,0.05,29747.35960305856,94001.65634566503,28330.818669579578,89525.38699587146,290.0,14.0,0.02,28897.43504297117,91315.8947357889
8964f9,1662681604.0,0.0,1662690488,0.0,ETD217  ,Unknown,Unknown,OMAD,Unknown,787-9 Dreamliner,B789,A6-BLT,1662681604.0,1662690488.0,No Weather Info,"OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",3023.060474285151,13603.77213428318,42987.91994433485,0.0,13603.77213428318,42987.91994433485,13603.77213428318,42987.91994433485,,,0.0,13603.77213428318,42987.91994433485
896464,1662712653.0,0.0,1662738984,0.0,ETD601  ,FAOR,Unknown,OMAA,Unknown,B787-9,B789,A6-BLF,1662712653.0,1662738984.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3057.863487134368,13760.385692104655,43482.81878705071,0.0,13760.385692104655,43482.81878705071,13760.385692104655,43482.81878705071,,,0.0,13760.385692104655,43482.81878705071
896464,1662699638.0,0.0,1662701225,0.0,ETD602  ,Unknown,Unknown,FAOR,Unknown,B787-9,B789,A6-BLF,1662699638.0,1662701225.0,No Weather Info,No Weather Info,4630.471416163176,20837.12137273429,65845.30353784037,0.0,20837.12137273429,65845.30353784037,20837.12137273429,65845.30353784037,,,0.0,20837.12137273429,65845.30353784036
8964fd,1662714290.0,1662714293.0,1662737095,1662737242.0,ETD16   ,EGCC,EGCC,OMAA,OMAA,787-10 Dreamliner,B78X,A6-BMB,1662714293.0,1662737242.0,"EGCC 091120Z AUTO 04008KT 010V080 9999 NCD 12/03 Q1031 NOSIG,EGCC,2025-04-09T11:20:00Z,53.354,-2.275,12,3,40,8,,6+,30.44,,,TRUE,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,78","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3426.12143147203,15417.546441624136,48719.44675553227,0.05,16188.423763705345,51155.41909330888,15417.546441624136,48719.44675553227,40.0,8.0,0.0,15417.546441624136,48719.44675553227
8964fd,1662689770.0,0.0,1662702659,1662702653.0,ETD49D  ,Unknown,OMAA,EGCC,EGCC,787-10 Dreamliner,B78X,A6-BMB,1662689770.0,1662702653.0,No Weather Info,"EGCC 091120Z AUTO 04008KT 010V080 9999 NCD 12/03 Q1031 NOSIG,EGCC,2025-04-09T11:20:00Z,53.354,-2.275,12,3,40,8,,6+,30.44,,,TRUE,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,78",5573.4433698016965,25080.49516410764,79254.36471858012,0.0,25080.49516410764,79254.36471858012,25080.495164107637,79254.36471858012,,,0.0,25080.495164107637,79254.36471858014
896537,1662746145.0,0.0,1662759415,0.0,ETD268  ,OMAA,Unknown,VOMM,Unknown,Boeing 787-9 Dreamliner,B789,A6-BLZ,1662746145.0,1662759415.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VOMM 091100Z 10012KT 6000 FEW020 33/25 Q1006 NOSIG,VOMM,2025-04-09T11:00:00Z,12.994,80.18,33,25,100,12,,3.73,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,7",4037.350275997804,18168.07624199012,57411.12092468877,0.05,19076.480054089625,60281.67697092322,18168.07624199012,57411.12092468877,290.0,14.0,0.02,18531.43776682992,58559.343343182554
896537,1662718905.0,1662718906.0,1662737211,1662737485.0,ETD99P  ,EDDM,EDDM,OMAA,OMAA,Boeing 787-9 Dreamliner,B789,A6-BLZ,1662718906.0,1662737485.0,"EDDM 091120Z AUTO 34008KT 310V020 CAVOK 10/M00 Q1022 NOSIG,EDDM,2025-04-09T11:20:00Z,48.348,11.813,10,0,340,8,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,445","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6164.276978460999,27739.246403074496,87656.01863371542,0.05,29126.20872322822,92038.81956540118,27739.246403074496,87656.01863371542,340.0,8.0,0.0,27739.246403074496,87656.01863371542
896537,1662690135.0,0.0,1662698543,0.0,ETD33V  ,Unknown,Unknown,EDDM,Unknown,Boeing 787-9 Dreamliner,B789,A6-BLZ,1662690135.0,1662698543.0,No Weather Info,"EDDM 091120Z AUTO 34008KT 310V020 CAVOK 10/M00 Q1022 NOSIG,EDDM,2025-04-09T11:20:00Z,48.348,11.813,10,0,340,8,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,445",6278.025652067782,28251.11543430502,89273.52477240386,0.0,28251.11543430502,89273.52477240386,28251.11543430502,89273.52477240386,,,0.0,28251.11543430502,89273.52477240386
8964bb,1662718421.0,0.0,1662748357,0.0,ETD431  ,VTBS,Unknown,OMAA,Unknown,787 9,B789,A6-BLK,1662718421.0,1662748357.0,"VTBS 091100Z 20013KT 9999 FEW020 32/22 Q1006 NOSIG,VTBS,2025-04-09T11:00:00Z,13.686,100.767,32,22,200,13,,6+,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2749.1202316163462,12371.04104227356,39092.489693584444,0.05,12989.593094387235,41047.11417826367,12371.04104227356,39092.489693584444,200.0,13.0,0.02,12618.461863119031,39874.33948745614
8964bb,1662701659.0,0.0,1662702973,0.0,ETD430  ,Unknown,Unknown,VTBS,Unknown,787 9,B789,A6-BLK,1662701659.0,1662702973.0,No Weather Info,"VTBS 091100Z 20013KT 9999 FEW020 32/22 Q1006 NOSIG,VTBS,2025-04-09T11:00:00Z,13.686,100.767,32,22,200,13,,6+,29.70,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1",6158.524046342368,27713.358208540656,87574.21193898848,0.0,27713.358208540656,87574.21193898848,27713.358208540656,87574.21193898848,,,0.0,27713.358208540656,87574.21193898848
8964ff,1662714130.0,0.0,1662735789,0.0,ETD81C  ,EGLL,Unknown,OMAA,Unknown,787-10 Dreamliner,B78X,A6-BMD,1662714130.0,1662735789.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5831.016669576376,26239.57501309369,82917.05704137607,0.05,27551.553763748376,87062.90989344487,26239.57501309369,82917.05704137607,70.0,10.0,0.02,26764.366513355566,84575.39818220359
8964ff,1662688796.0,0.0,1662701319,1662701317.0,ETD89G  ,Unknown,OMAA,EGLL,EGLL,787-10 Dreamliner,B78X,A6-BMD,1662688796.0,1662701317.0,No Weather Info,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",3733.274331360448,16799.734491122017,53087.16099194557,0.0,16799.734491122017,53087.16099194557,16799.734491122013,53087.160991945566,,,0.0,16799.734491122013,53087.160991945566
896536,1662713295.0,0.0,1662731682,0.0,ETD78G  ,LIRF,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLY,1662713295.0,1662731682.0,"LIRF 091120Z 17010KT 140V200 9999 SCT035 17/06 Q1023 NOSIG,LIRF,2025-04-09T11:20:00Z,41.8,12.239,17,6,170,10,,6+,30.21,,,,,,TRUE,,,,,SCT,3500,,,,,,,VFR,,,,,,,,,,,,METAR,2","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4488.35242221201,20197.585899954047,63824.37144385479,0.05,21207.46519495175,67015.59001604753,20197.585899954047,63824.37144385479,170.0,10.0,0.02,20601.537617953127,65100.858872731886
896536,1662683786.0,0.0,1662694640,0.0,ETD85   ,Unknown,Unknown,LIRF,Unknown,787-9 Dreamliner,B789,A6-BLY,1662683786.0,1662694640.0,No Weather Info,"LIRF 091120Z 17010KT 140V200 9999 SCT035 17/06 Q1023 NOSIG,LIRF,2025-04-09T11:20:00Z,41.8,12.239,17,6,170,10,,6+,30.21,,,,,,TRUE,,,,,SCT,3500,,,,,,,VFR,,,,,,,,,,,,METAR,2",2200.5711891009164,9902.570350954124,31292.12230901503,0.0,9902.570350954124,31292.12230901503,9902.570350954124,31292.12230901503,,,0.0,9902.570350954124,31292.12230901503
89627b,1662719993.0,0.0,1662751255,0.0,ETD656  ,OMAA,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1662719993.0,1662751255.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2988.4118916472025,13447.853512412412,42495.21709922322,0.05,14120.246188033034,44619.97795418439,13447.853512412412,42495.21709922322,290.0,14.0,0.02,13716.81058266066,43345.12144120769
89627b,1662709453.0,0.0,1662711548,0.0,ETD322  ,Unknown,Unknown,Unknown,Unknown,A321 232SL,A321,A6-AED,1662709453.0,1662711548.0,No Weather Info,No Weather Info,6851.500799969891,30831.75359986451,97428.34137557186,0.0,30831.75359986451,97428.34137557186,30831.75359986451,97428.34137557186,,,0.0,30831.75359986451,97428.34137557186
89627b,1662701354.0,0.0,1662704227,0.0,ETD321  ,OMAA,Unknown,OEDR,Unknown,A321 232SL,A321,A6-AED,1662701354.0,1662704227.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OEDR 091100Z 35022KT CAVOK 39/M03 Q1008,OEDR,2025-04-09T11:00:00Z,26.265,50.152,39,-3,350,22,,6+,29.76,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,17",5078.205183949522,22851.92332777285,72212.0777157622,0.05,23994.519494161494,75822.68160155033,22851.92332777285,72212.0777157622,290.0,14.0,0.02,23308.961794328305,73656.31927007745
89627b,1662691147.0,0.0,1662691979,0.0,ETD275  ,Unknown,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1662691147.0,1662691979.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5325.136808157923,23963.11563671065,75723.44541200566,0.0,23963.11563671065,75723.44541200566,23963.11563671065,75723.44541200566,,,0.0,23963.11563671065,75723.44541200565
896409,1662707706.0,0.0,1662757300,0.0,ETD19G  ,OMAA,Unknown,KIAD,Unknown,787 9,B789,A6-BLD,1662707706.0,1662757300.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","KIAD 091052Z 00000KT 10SM CLR M03/M08 A3028 RMK AO2 SLP256 T10281083,KIAD,2025-04-09T10:52:00Z,38.9348,-77.4473,-2.8,-8.3,0,0,,10+,30.28,1025.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90",5880.0217962123625,26460.098082955632,83613.9099421398,0.05,27783.10298710341,87794.60543924679,26460.098082955632,83613.9099421398,290.0,14.0,0.02,26989.300044614745,85286.1881409826
896409,1662691228.0,0.0,1662692506,0.0,ETD289  ,Unknown,Unknown,OMAA,Unknown,787 9,B789,A6-BLD,1662691228.0,1662692506.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3904.0535651346327,17568.241043105845,55515.64169621447,0.0,17568.241043105845,55515.64169621447,17568.241043105845,55515.64169621447,,,0.0,17568.241043105845,55515.64169621447
89659c,1662690796.0,0.0,1662737391,0.0,ETD76T  ,KORD,Unknown,OMAA,Unknown,Airbus A350-1041,A35K,A6-XWF,1662690796.0,1662737391.0,"KORD 091051Z 16008KT 10SM SCT110 BKN250 02/M07 A3009 RMK AO2 SLP196 T00171067 $,KORD,2025-04-09T10:51:00Z,41.9602,-87.9316,1.7,-6.7,160,8,,10+,30.09,1019.6,,,TRUE,TRUE,,,,,,SCT,11000,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,202","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5879.964374567822,26459.8396855552,83613.09340635443,0.05,27782.83166983296,87793.74807667216,26459.8396855552,83613.09340635443,160.0,8.0,0.0,26459.8396855552,83613.09340635443
