icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model,typecode,registration,departure_time,arrival_time,departure_weather,arrival_weather,distance_km,fuel_burn_kg,co2_emissions_kg,weather_penalty_score,fuel_burn_kg_adjusted,co2_emissions_kg_adjusted,fuel_burn_kg_modeled,co2_emissions_kg_modeled,wind_direction_deg,wind_speed_kt,weather_penalty_factor,weather_adjusted_fuel_burn_kg,weather_adjusted_co2_emissions_kg
896537,1663372418.0,0.0,1663394889,1663394888.0,ETD39B  ,Unknown,OMAA,LSZH,LSZH,Boeing 787-9 Dreamliner,B789,A6-BLZ,1663372418.0,1663394888.0,No Weather Info,"LSZH 091120Z 05007KT 020V110 CAVOK 14/M01 Q1021 NOSIG,LSZH,2025-04-09T11:20:00Z,47.48,8.536,14,-1,50,7,,6+,30.15,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,424",6030.507293061673,27137.28281877753,85753.813707337,0.0,27137.28281877753,85753.813707337,27137.28281877753,85753.813707337,,,0.0,27137.28281877753,85753.813707337
8962e5,1663357013.0,0.0,1663404569,0.0,ETD454  ,OMAA,Unknown,YSSY,Unknown,757-200,B752,A6-ETG,1663357013.0,1663404569.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","YSSY 091100Z 03009KT 9999 SCT022 22/15 Q1022,YSSY,2025-04-09T11:00:00Z,-33.946,151.173,22,15,30,9,,6+,30.18,,,,,,,,,,,SCT,2200,,,,,,,VFR,,,,,,,,,,,,METAR,3",3214.3876451541582,14464.744403193712,45708.59231409213,0.05,15187.981623353398,47994.02192979674,14464.744403193712,45708.59231409213,290.0,14.0,0.02,14754.039291257586,46622.764160373976
89643f,1663400535.0,0.0,1663403077,0.0,ETD322  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEI,1663400535.0,1663403077.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4176.429849748971,18793.93432387037,59388.83246343037,0.0,18793.93432387037,59388.83246343037,18793.93432387037,59388.83246343037,,,0.0,18793.93432387037,59388.83246343037
89643f,1663391911.0,0.0,1663394528,0.0,ETD321  ,Unknown,Unknown,OEDR,Unknown,A321 231SL,A321,A6-AEI,1663391911.0,1663394528.0,No Weather Info,"OEDR 091100Z 35022KT CAVOK 39/M03 Q1008,OEDR,2025-04-09T11:00:00Z,26.265,50.152,39,-3,350,22,,6+,29.76,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,17",2456.111520192804,11052.501840867615,34925.90581714166,0.0,11052.501840867615,34925.90581714166,11052.50184086762,34925.90581714168,,,0.0,11052.50184086762,34925.905817141684
89643f,1663379163.0,0.0,1663382504,0.0,ETD316  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEI,1663379163.0,1663382504.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2802.334715424968,12610.506219412357,39849.19965334305,0.0,12610.506219412357,39849.19965334305,12610.506219412357,39849.19965334305,,,0.0,12610.506219412357,39849.19965334305
8964f9,1663429694.0,0.0,1663440212,0.0,ETD223  ,VIDP,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLT,1663429694.0,1663440212.0,"VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6321.634445456897,28447.35500455604,89893.64181439708,0.05,29869.72275478384,94388.32390511694,28447.35500455604,89893.64181439708,,,0.0,28447.35500455604,89893.6418143971
8964f9,1663411387.0,0.0,1663421685,0.0,ETD224  ,Unknown,Unknown,VIDP,Unknown,787-9 Dreamliner,B789,A6-BLT,1663411387.0,1663421685.0,No Weather Info,"VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236",2764.282484438937,12439.271179975216,39308.09692872169,0.0,12439.271179975216,39308.09692872169,12439.271179975216,39308.09692872169,,,0.0,12439.271179975216,39308.09692872169
8964f9,1663400853.0,0.0,1663403549,0.0,ETD53P  ,Unknown,Unknown,OMAM,Unknown,787-9 Dreamliner,B789,A6-BLT,1663400853.0,1663403549.0,No Weather Info,No Weather Info,6446.824052515478,29010.70823631965,91673.8380267701,0.0,29010.70823631965,91673.8380267701,29010.70823631965,91673.8380267701,,,0.0,29010.70823631965,91673.8380267701
8964f9,1663389895.0,0.0,1663392176,0.0,ETD301  ,Unknown,Unknown,Unknown,Unknown,787-9 Dreamliner,B789,A6-BLT,1663389895.0,1663392176.0,No Weather Info,No Weather Info,3808.614161223124,17138.763725504057,54158.49337259282,0.0,17138.763725504057,54158.49337259282,17138.763725504057,54158.49337259282,,,0.0,17138.763725504057,54158.49337259282
8964f9,1663379842.0,0.0,1663380768,0.0,ETD281  ,Unknown,Unknown,OMAA,Unknown,787-9 Dreamliner,B789,A6-BLT,1663379842.0,1663380768.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5707.209152141821,25682.44118463819,81156.51414345669,0.0,25682.44118463819,81156.51414345669,25682.44118463819,81156.51414345669,,,0.0,25682.44118463819,81156.51414345669
896353,1663397861.0,0.0,1663445014,0.0,ETD450  ,OMAA,Unknown,YSSY,Unknown,Boeing 777-3FX(ER),B77W,A6-ETP,1663397861.0,1663445014.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","YSSY 091100Z 03009KT 9999 SCT022 22/15 Q1022,YSSY,2025-04-09T11:00:00Z,-33.946,151.173,22,15,30,9,,6+,30.18,,,,,,,,,,,SCT,2200,,,,,,,VFR,,,,,,,,,,,,METAR,3",5412.8084304363165,24357.637936963423,76970.13588080442,0.05,25575.519833811595,80818.64267484464,24357.637936963423,76970.13588080442,290.0,14.0,0.02,24844.790695702693,78509.53859842052
896353,1663329034.0,0.0,1663375709,0.0,ETD461  ,YMML,Unknown,OMAA,Unknown,Boeing 777-3FX(ER),B77W,A6-ETP,1663329034.0,1663375709.0,"YMML 091100Z 00000KT CAVOK 15/11 Q1020,YMML,2025-04-09T11:00:00Z,-37.666,144.832,15,11,0,0,,6+,30.12,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,115","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3354.7374980377144,15096.318741169714,47704.3672220963,0.05,15851.134678228202,50089.58558320112,15096.318741169714,47704.3672220963,0.0,0.0,0.0,15096.318741169714,47704.3672220963
896397,1663411090.0,1663411028.0,1663425791,1663426008.0,ETD43R  ,LGAV,LGAV,OMAA,OMAA,A320 232SL,A320,A6-EIV,1663411028.0,1663426008.0,"LGAV 091120Z 05013KT 9999 FEW018 BKN030 BKN070 10/02 Q1021 NOSIG,LGAV,2025-04-09T11:20:00Z,37.936,23.945,10,2,50,13,,6+,30.15,,,,,,TRUE,,,,,FEW,1800,BKN,3000,BKN,7000,,,MVFR,,,,,,,,,,,,METAR,83","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5179.527967477394,23307.87585364827,73652.88769752854,0.05,24473.26964633069,77335.53208240497,23307.87585364827,73652.88769752854,50.0,13.0,0.02,23774.033370721238,75125.94545147911
896397,1663380796.0,0.0,1663404104,0.0,ETD43P  ,Unknown,Unknown,LGAV,Unknown,A320 232SL,A320,A6-EIV,1663380796.0,1663404104.0,No Weather Info,"LGAV 091120Z 05013KT 9999 FEW018 BKN030 BKN070 10/02 Q1021 NOSIG,LGAV,2025-04-09T11:20:00Z,37.936,23.945,10,2,50,13,,6+,30.15,,,,,,TRUE,,,,,FEW,1800,BKN,3000,BKN,7000,,,MVFR,,,,,,,,,,,,METAR,83",4164.478452624977,18740.1530368124,59218.88359632718,0.0,18740.1530368124,59218.88359632718,18740.1530368124,59218.88359632718,,,0.0,18740.1530368124,59218.883596327185
896354,1663395715.0,0.0,1663442427,0.0,ETD463  ,YMML,Unknown,OMAA,Unknown,777 3FXER,B77W,A6-ETQ,1663395715.0,1663442427.0,"YMML 091100Z 00000KT CAVOK 15/11 Q1020,YMML,2025-04-09T11:00:00Z,-37.666,144.832,15,11,0,0,,6+,30.12,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,115","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3499.865908987116,15749.39659044202,49768.09322579679,0.05,16536.86641996412,52256.49788708663,15749.396590442022,49768.0932257968,0.0,0.0,0.0,15749.396590442022,49768.093225796794
896398,1663447548.0,0.0,1663450049,0.0,ETD372  ,OBBI,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIW,1663447548.0,1663450049.0,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6251.746330667197,28132.85848800239,88899.83282208756,0.05,29539.501412402507,93344.82446319192,28132.85848800239,88899.83282208756,320.0,18.0,0.02,28695.515657762437,90677.82947852931
896398,1663437512.0,0.0,1663439696,0.0,ETD377  ,Unknown,Unknown,OBBI,Unknown,A320 232SL,A320,A6-EIW,1663437512.0,1663439696.0,No Weather Info,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6",4968.624406036865,22358.809827165893,70653.83905384422,0.0,22358.809827165893,70653.83905384422,22358.809827165893,70653.83905384422,,,0.0,22358.809827165893,70653.83905384422
896398,1663426939.0,0.0,1663429632,0.0,ETD376  ,OBBI,Unknown,OMAA,Unknown,A320 232SL,A320,A6-EIW,1663426939.0,1663429632.0,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3914.8888703913017,17616.99991676086,55669.71973696432,0.05,18497.849912598904,58453.20572381254,17616.99991676086,55669.71973696432,320.0,18.0,0.02,17969.339915096076,56783.1141317036
896398,1663418690.0,0.0,1663420906,0.0,ETD375  ,Unknown,Unknown,OBBI,Unknown,A320 232SL,A320,A6-EIW,1663418690.0,1663420906.0,No Weather Info,"OBBI 091100Z 32018KT CAVOK 32/15 Q1010 NOSIG,OBBI,2025-04-09T11:00:00Z,26.271,50.634,32,15,320,18,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6",2161.002259913258,9724.51016960966,30729.45213596653,0.0,9724.51016960966,30729.45213596653,9724.51016960966,30729.45213596653,,,0.0,9724.51016960966,30729.45213596653
896596,1663378809.0,0.0,1663379726,0.0,ETD205  ,Unknown,Unknown,OMAA,Unknown,A350-1041,A35K,A6-XWA,1663378809.0,1663379726.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6095.798269722081,27431.092213749365,86682.251395448,0.0,27431.092213749365,86682.251395448,27431.092213749365,86682.251395448,,,0.0,27431.092213749365,86682.251395448
8964c1,1663413438.0,0.0,1663435336,0.0,ETD2EN  ,Unknown,Unknown,OMAA,Unknown,Boeing 787 9,B789,A6-BLQ,1663413438.0,1663435336.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2746.4951823202287,12359.228320441029,39055.16149259365,0.0,12359.228320441029,39055.16149259365,12359.228320441029,39055.16149259365,,,0.0,12359.228320441029,39055.16149259365
8964c1,1663356356.0,0.0,1663380848,0.0,ETD418  ,OMAA,Unknown,WMKK,Unknown,Boeing 787 9,B789,A6-BLQ,1663356356.0,1663380848.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","WMKK 091100Z VRB01KT 9000 FEW017CB 28/24 Q1008 NOSIG,WMKK,2025-04-09T11:00:00Z,2.747,101.714,28,24,VRB,1,,5.59,29.76,,,,,,TRUE,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,21",4551.580961730923,20482.11432778916,64723.48127581373,0.05,21506.22004417861,67959.65533960442,20482.114327789157,64723.48127581373,290.0,14.0,0.02,20891.75661434494,66017.95090133001
89627b,1663434892.0,0.0,1663436237,0.0,ETD7JD  ,Unknown,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1663434892.0,1663436237.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",4331.0804434453885,19489.86199550425,61587.96390579343,0.0,19489.86199550425,61587.96390579343,19489.86199550425,61587.96390579343,,,0.0,19489.86199550425,61587.963905793426
89627b,1663410960.0,0.0,1663413220,0.0,ETD8LM  ,Unknown,Unknown,Unknown,Unknown,A321 232SL,A321,A6-AED,1663410960.0,1663413220.0,No Weather Info,No Weather Info,2846.9940574968005,12811.4732587356,40484.2554976045,0.0,12811.4732587356,40484.2554976045,12811.4732587356,40484.2554976045,,,0.0,12811.4732587356,40484.25549760449
89627b,1663368161.0,0.0,1663397159,0.0,ETD658  ,OMAA,Unknown,OMAA,Unknown,A321 232SL,A321,A6-AED,1663368161.0,1663397159.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5390.217147118363,24255.977162032632,76648.88783202312,0.05,25468.776020134264,80481.33222362428,24255.977162032632,76648.88783202312,290.0,14.0,0.02,24741.096705273285,78181.86558866358
896409,1663398886.0,0.0,1663447840,0.0,ETD19G  ,Unknown,Unknown,KIAD,Unknown,787 9,B789,A6-BLD,1663398886.0,1663447840.0,No Weather Info,"KIAD 091052Z 00000KT 10SM CLR M03/M08 A3028 RMK AO2 SLP256 T10281083,KIAD,2025-04-09T10:52:00Z,38.9348,-77.4473,-2.8,-8.3,0,0,,10+,30.28,1025.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90",4499.841362642774,20249.28613189248,63987.744176780245,0.0,20249.28613189248,63987.744176780245,20249.28613189248,63987.744176780245,,,0.0,20249.28613189248,63987.744176780245
896409,1663357668.0,0.0,1663379483,0.0,ETD10   ,EGLL,Unknown,OM11,Unknown,787 9,B789,A6-BLD,1663357668.0,1663379483.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",No Weather Info,6232.814826767257,28047.666720452657,88630.6268366304,0.05,29450.05005647529,93062.15817846192,28047.666720452657,88630.6268366304,70.0,10.0,0.02,28608.62005486171,90403.239373363
8964bb,1663404558.0,0.0,1663426997,0.0,ETD26W  ,LEMD,Unknown,OMAA,Unknown,787 9,B789,A6-BLK,1663404558.0,1663426997.0,"LEMD 091100Z VRB01KT CAVOK 20/04 Q1019 NOSIG,LEMD,2025-04-09T11:00:00Z,40.466,-3.555,20,4,VRB,1,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,589","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2767.38849043267,12453.248206947015,39352.26433395257,0.05,13075.910617294368,41319.8775506502,12453.248206947015,39352.26433395257,,,0.0,12453.248206947015,39352.26433395257
8964bb,1663371006.0,0.0,1663396216,0.0,ETD68W  ,Unknown,Unknown,LEMD,Unknown,787 9,B789,A6-BLK,1663371006.0,1663396216.0,No Weather Info,"LEMD 091100Z VRB01KT CAVOK 20/04 Q1019 NOSIG,LEMD,2025-04-09T11:00:00Z,40.466,-3.555,20,4,VRB,1,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,589",6449.782434559975,29024.020955519885,91715.90621944284,0.0,29024.020955519885,91715.90621944284,29024.020955519885,91715.90621944284,,,0.0,29024.020955519885,91715.90621944284
8964ff,1663404441.0,0.0,1663425937,0.0,ETD81C  ,EGLL,Unknown,OMAM,Unknown,787-10 Dreamliner,B78X,A6-BMD,1663404441.0,1663425937.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",No Weather Info,2322.803959989931,10452.61781995469,33030.272311056826,0.05,10975.248710952425,34681.785926609664,10452.61781995469,33030.272311056826,70.0,10.0,0.02,10661.670176353784,33690.87775727796
8964ff,1663368407.0,0.0,1663393086,1663393083.0,ETD89G  ,Unknown,OMAA,EGLL,EGLL,787-10 Dreamliner,B78X,A6-BMD,1663368407.0,1663393083.0,No Weather Info,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",4845.023815059778,21802.607167769,68896.23865015004,0.0,21802.607167769,68896.23865015004,21802.607167769,68896.23865015004,,,0.0,21802.607167769,68896.23865015004
8964bf,1663379639.0,0.0,1663424398,0.0,ETD140  ,CYYZ,Unknown,OMAA,Unknown,787 9,B789,A6-BLO,1663379639.0,1663424398.0,"CYYZ 091100Z 27005KT 15SM FEW250 M05/M09 A3020 RMK CI1 CI TR SLP237,CYYZ,2025-04-09T11:00:00Z,43.679,-79.629,-5,-9,270,5,,15,30.20,1023.7,,,,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,171","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2912.196493863133,13104.884222384098,41411.43414273375,0.05,13760.128433503303,43482.00584987044,13104.884222384098,41411.43414273375,270.0,5.0,0.0,13104.884222384098,41411.43414273375
896398,1663530633.0,0.0,1663531608,0.0,ETD637  ,OMAA,Unknown,Unknown,Unknown,A320 232SL,A320,A6-EIW,1663530633.0,1663531608.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,6015.178884744405,27068.304981349826,85535.84374106544,0.05,28421.720230417315,89812.63592811872,27068.304981349826,85535.84374106544,290.0,14.0,0.02,27609.671080976823,87246.56061588676
89643d,1663530388.0,0.0,1663532428,0.0,ETD9MN  ,Unknown,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEG,1663530388.0,1663532428.0,No Weather Info,No Weather Info,3059.1080001517003,13765.986000682651,43500.51576215718,0.0,13765.986000682651,43500.51576215718,13765.986000682651,43500.51576215718,,,0.0,13765.986000682651,43500.51576215718
89659c,1663526266.0,0.0,1663526869,0.0,ETD206  ,Unknown,Unknown,Unknown,Unknown,Airbus A350-1041,A35K,A6-XWF,1663526266.0,1663526869.0,No Weather Info,No Weather Info,6899.639931670436,31048.37969251696,98112.8798283536,0.0,31048.37969251696,98112.8798283536,31048.379692516963,98112.8798283536,,,0.0,31048.379692516963,98112.8798283536
896397,1663534403.0,0.0,1663535285,0.0,ETD622  ,OMAA,Unknown,Unknown,Unknown,A320 232SL,A320,A6-EIV,1663534403.0,1663535285.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,6896.959414539476,31036.31736542764,98074.76287475137,0.05,32588.133233699024,102978.50101848893,31036.31736542764,98074.76287475137,290.0,14.0,0.02,31657.043712736195,100036.25813224638
8963cf,1663524463.0,0.0,1663537326,0.0,ETD264  ,Unknown,Unknown,Unknown,Unknown,787 9,B789,A6-BLB,1663524463.0,1663537326.0,No Weather Info,No Weather Info,5877.466050108333,26448.597225487498,83577.5672325405,0.0,26448.597225487498,83577.5672325405,26448.597225487498,83577.5672325405,,,0.0,26448.597225487498,83577.5672325405
896538,1663536496.0,0.0,1663537153,0.0,ETD278  ,OMAA,Unknown,Unknown,Unknown,Boeing 787-9 Dreamliner,B789,A6-BNA,1663536496.0,1663537153.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,6346.711138680785,28560.20012406353,90250.23239204077,0.05,29988.210130266707,94762.7440116428,28560.20012406353,90250.23239204077,290.0,14.0,0.02,29131.4041265448,92055.23703988157
896440,1663528515.0,0.0,1663536776,0.0,ETD72K  ,Unknown,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEJ,1663528515.0,1663536776.0,No Weather Info,No Weather Info,3802.8100035076,17112.6450157842,54075.95824987808,0.0,17112.6450157842,54075.95824987808,17112.6450157842,54075.95824987808,,,0.0,17112.6450157842,54075.95824987808
89627b,1663532678.0,0.0,1663534281,0.0,ETD288  ,OMAA,Unknown,Unknown,Unknown,A321 232SL,A321,A6-AED,1663532678.0,1663534281.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,3861.469668978713,17376.61351040421,54910.09869287731,0.05,18245.44418592442,57655.60362752117,17376.613510404208,54910.0986928773,290.0,14.0,0.02,17724.145780612293,56008.300666734845
896442,1663500140.0,0.0,1663516154,0.0,ETD9911 ,OMAA,Unknown,Unknown,Unknown,777 FFX,B77L,A6-DDE,1663500140.0,1663516154.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,4854.380164194137,21844.71073887362,69029.28593484063,0.05,22936.9462758173,72480.75023158267,21844.71073887362,69029.28593484063,290.0,14.0,0.02,22281.60495365109,70409.87165353746
896489,1663523122.0,0.0,1663523747,0.0,ETD280  ,Unknown,Unknown,Unknown,Unknown,787 9,B789,A6-BLI,1663523122.0,1663523747.0,No Weather Info,No Weather Info,5741.883098605436,25838.473943724464,81649.57766216931,0.0,25838.473943724464,81649.57766216931,25838.473943724464,81649.57766216931,,,0.0,25838.473943724464,81649.57766216931
89642b,1663540955.0,0.0,1663544382,0.0,ETD315  ,OMAA,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEF,1663540955.0,1663544382.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,6016.700247383912,27075.151113227603,85557.47751779923,0.05,28428.908668888984,89835.3513936892,27075.151113227603,85557.47751779923,290.0,14.0,0.02,27616.654135492154,87268.62706815521
